company_name,status_label,year,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18
C_2420,alive,2016,1760.737,1274.752,21.003,491.877,0,257.491,580.565,6285.0654,1766.629,5287.343,1018.372,470.874,491.877,1445.157,2134.64,1766.629,2927.132,1274.752
C_2420,alive,2017,2242.156,1363.568,22.698,497.779,0,399.63,1024.222,7106.8833,1861.347,5747.55,856.141,475.081,497.779,1987.474,2456.599,1861.347,3164.851,1363.568
C_2420,alive,2018,2167.311,1487.576,22.834,526.67,0,344.255,910.211,7705.3075,2014.246,6688.668,1456.99,503.836,526.67,1782.986,2833.622,2014.246,3688.1,1487.576
C_2421,alive,2013,177.236,56.665,1.096,29.013,10.452,25.654,18.837,920.8305,157.608,183.307,0,27.917,100.943,25.402,46.063,157.608,26.946,128.595
C_2421,alive,2014,275.371,77.807,1.335,53.196,21.693,50.571,40.18,1705.6498,218.278,284.284,0,51.861,140.471,45.482,96.633,218.278,47.073,165.082
C_2421,alive,2015,369.645,109.423,1.606,86.285,18.167,76.508,39.408,1282.9734,316.373,410.615,0,84.679,206.95,48.817,173.135,316.373,61.159,230.088
C_2421,alive,2016,468.535,103.698,1.585,61.948,20.145,57.81,38.596,1655.4361,310.297,512.271,0,60.363,206.599,54.396,242.343,310.297,57.637,248.349
C_2421,alive,2017,493.283,102.899,4.77,29.201,23.383,18.852,31.294,1687.896,295.402,546.649,0,24.431,192.503,53.236,260.986,295.402,64.462,266.201
C_2421,alive,2018,409.589,82.403,7.221,-33.199,18.252,-30.447,26.212,1227.552,227.768,466.853,0,-40.42,145.365,39.023,230.958,227.768,47.364,260.967
C_2424,alive,2015,15.774,18.493,0.014,-18.082,1.34,-40.381,0.455,40.9637,0.411,15.81,54.172,-18.096,-18.082,22.855,-554.52,0.411,167.728,18.493
C_2424,alive,2016,6.56,7.81,0.012,-6.615,0.067,-10.041,0.301,36.4122,1.195,6.584,67.589,-6.627,-6.615,9.725,-564.561,1.195,167.992,7.81
C_2425,alive,2013,25.751,0,0,-245.89,0,-912.447,24.067,3959.1774,-244.189,3665.519,0,-245.89,-244.189,11.298,-1016.841,-244.189,777.725,1.701
C_2425,alive,2014,65.87,0,0,-1967.817,0,-1219.46,12.87,1333.0013,-1964.999,1368.022,0,-1967.817,-1964.999,1.415,-2609.066,-1964.999,69.471,2.818
C_2425,alive,2015,20.945,0,0,-1185.049,0,-1174.426,7.414,131.1149,-1181.604,37.408,0,-1185.049,-1181.604,30.402,-3904.04,-1181.604,30.402,3.445
C_2426,alive,2013,234.507,775.389,44.655,100.293,70.663,21.947,99.246,930.7071,959.346,793.008,139,55.638,183.957,125.067,382.023,959.346,390.344,859.053
C_2426,alive,2014,255.742,771.483,40.818,98.67,74.308,36.879,114.218,729.1708,951.826,788.626,137.25,57.852,180.343,126.18,347.665,951.826,416.597,853.156
C_2426,alive,2015,211.004,723.965,34.582,88.428,65.325,-32.135,94.577,445.1288,896.177,623.26,104,53.846,172.212,117.801,243.281,896.177,350.512,807.749
C_2426,alive,2016,208.224,666.701,31.872,68.214,66.069,24.466,104.906,790.416,828.341,651.162,95,36.342,161.64,119.989,278.776,828.341,340.379,760.127
C_2426,alive,2017,283.837,773.632,40.077,85.81,86.907,38.251,152.215,633.9264,961.33,755.743,152,45.733,187.698,150.824,309.033,961.33,411.963,875.52
C_2426,alive,2018,269.281,855.408,33.204,106.273,93.81,24.842,131.51,526.1714,1065.471,707.373,101.5,73.069,210.063,155.253,315.965,1065.471,352.516,959.198
C_2428,alive,2013,77.722,40.655,0.298,-40.611,0,-41.948,0.044,145.555,0.044,78.704,6.786,-40.909,-40.611,11.382,-140.212,0.044,18.168,40.655
C_2429,alive,2013,3257.6,2518.5,110.2,502.2,1488,368,1432,6379.91,4209.2,4029.2,0,392,1690.7,900.7,2634.8,4209.2,1466.1,3707
C_2429,alive,2014,4407.3,3488.7,149.7,567.4,2439,381.3,1633,9725.133,5736.3,6327.6,1363.8,417.7,2247.6,1338.3,2899.5,5736.3,3517.2,5168.9
C_2429,alive,2015,4589.9,3926.1,175.3,706.2,2453.9,467.9,1843.9,9210.4,6550.2,6474.4,1328.7,530.9,2624.1,1152.9,3260.9,6550.2,3413.7,5844
C_2429,alive,2016,4642.6,3860.8,188.8,701.3,2449.3,543.2,1958.3,5304.861,6408.4,6597.8,1317.9,512.5,2547.6,1203.7,3688.6,6408.4,3495.7,5707.1
C_2429,alive,2017,3446.1,3859.6,203.4,533.2,2280.5,519.3,782.3,3200.45,6253,5839.6,688.2,329.8,2393.4,1037.2,4136,6253,2726.2,5719.8
C_2429,alive,2018,2855.8,3840.5,183.6,438.5,2386.9,-657.4,102,1264.284,6247.1,4420.1,649.6,254.9,2406.6,1033,1979.8,6247.1,2603.2,5808.6
C_243,alive,2013,291.227,870.872,10.346,31.878,0,12.884,230.613,361.2424,1087.859,405.807,0,21.532,216.987,103.236,264.495,1087.859,120.633,1055.981
C_243,alive,2014,269.095,905.698,10.717,35.101,0,3.082,219.578,347.4879,1122.972,372.22,0,24.384,217.274,82.843,251.906,1122.972,97.867,1087.871
C_243,alive,2015,240.32,788.914,11.679,11.422,0,-37.003,210.811,133.172,985.494,339.097,0,-0.257,196.58,103.783,196.74,985.494,117.854,974.072
C_243,alive,2016,196.368,691.947,10.3,-4.212,0,-31.573,178.365,138.1802,864.367,289.292,0,-14.512,172.42,80.87,169.759,864.367,100.316,868.579
C_2430,alive,2013,5239.558,16679.165,458.218,1699.804,2328.299,620.069,1838.714,8591.6376,23114.263,11174.876,1000.205,1241.586,6435.098,3368.45,6494.601,23114.263,5034.041,21414.459
C_2430,alive,2014,5176.423,16259.836,457.496,1355.991,2144.447,134.526,1927.781,10917.456,22492.36,10313.728,1023.997,898.495,6232.524,3290.571,5788.082,22492.36,5000.363,21136.369
C_2430,alive,2015,5112,15156,450,1324,2078,379,1899,5759.8581,21059,10172,1018,874,5903,3264,5784,21059,4788,19735
C_2430,alive,2016,5231,13107,429,1285,1737,-1497,1538,6002.724,18247,8271,529,856,5140,3650,4039,18247,4575,16962
C_2431,alive,2014,101.329,10.666,0.196,-6.324,0,-17.835,4.434,555.8139,4.342,109.967,0,-6.52,-6.324,3.741,-197.866,4.342,14.743,10.666
C_2431,alive,2016,132.1,109.226,0.634,-109.197,0,-111.636,0.323,359.7286,0.029,135.732,38.974,-109.831,-109.197,20.412,-380.378,0.029,64.14,109.226
C_2431,alive,2017,160.486,96.337,0.7,-83.721,0,-89.069,5.889,500.1439,12.616,163.698,59.186,-84.421,-83.721,16.789,-470.27,12.616,81.22,96.337
C_2431,alive,2018,255.243,120.566,0.6,-103.449,0.6,-112.356,0.249,165.4887,17.117,300.192,228.959,-104.049,-103.449,17.709,-582.596,17.117,252.614,120.566
C_2432,alive,2013,2.208,2.319,0.007,-1.428,0,-1.747,0.442,64.4825,3.413,3.908,0,-1.435,1.094,0.813,-3.006,3.413,0.813,4.841
C_2432,alive,2014,5.948,2.776,0.015,-3.724,0,-4.412,3.875,33.7875,5.12,28.215,7.713,-3.739,2.344,10.344,-7.418,5.12,22.463,8.844
C_2432,alive,2015,8.493,13.995,0.412,1.464,0,-2.724,7.056,50.598,30.294,28.527,8.034,1.052,16.299,16.617,-10.142,30.294,24.651,28.83
C_2432,alive,2016,9.799,22.84,0.387,-3.725,0,-4.248,8.411,42.6791,35.763,26.899,0,-4.112,12.923,18.075,-13.712,35.763,18.075,39.488
C_2432,alive,2017,6.135,8.8,0.529,-2.468,0,-6.659,4.349,55.9972,23.349,23.606,1.711,-2.997,14.549,5.011,-20.269,23.349,6.722,25.817
C_2432,alive,2018,5.468,2.389,0.768,-10.951,0,8.744,1.829,20.6244,9.881,23.118,0,-11.719,7.492,9.017,-18.778,9.881,9.017,20.832
C_2433,alive,2014,0.345,8.258,0.254,-8.206,0.122,-8.59,0.2,74.2445,0.052,6.467,0,-8.46,-8.206,2.473,-15.923,0.052,2.473,8.258
C_2433,alive,2015,16.213,21.546,1.939,-21.544,2.988,-35.39,0,223.0728,0.002,29.709,0,-23.483,-21.544,1.037,-50.876,0.002,1.037,21.546
C_2434,alive,2013,0.086,0.014,0.014,-1.544,0,-1.99,0.005,28.756,0.017,1.547,0.602,-1.558,0.003,0.689,-5.044,0.017,1.3,1.561
C_2434,alive,2014,0.752,1.103,0.06,-1.323,0,-2.491,0.235,14.6748,1.866,4.615,0.078,-1.383,0.763,5.823,-7.49,1.866,6.063,3.189
C_2434,alive,2015,0.256,3.06,0.078,-3.695,0,-8.613,0.18,0.2438,0.919,0.872,0.13,-3.773,-2.141,8.959,-16.143,0.919,9.185,4.614
C_2435,alive,2013,5319.7,657.5,254.6,2187,285.3,985.1,883.3,33058.1856,6300.4,10574.3,2098.3,1932.4,5642.9,1244.3,4420.1,6300.4,4104.8,4113.4
C_2435,alive,2014,6871.2,713,248.1,2877.7,296,1524.2,914.5,63613.9435,7237.9,12415.7,2085.3,2629.6,6524.9,1557.3,5486.2,7237.9,4652.7,4360.2
C_2436,alive,2013,633,801,115,421,55,214,35,8232.27,1340,5695,3197,306,539,588,-172,1340,3863,919
C_2436,alive,2014,310,918,136,443,61,214,42,7526.761,1476,5187,2759,307,558,657,-294,1476,3516,1033
C_2436,alive,2015,230,904,133,399,57,197,37,8312.824,1445,4990,2759,266,541,670,-418,1445,3512,1046
C_2438,alive,2013,0.081,0.677,0.007,-0.162,0,-15.538,0.015,21.7223,2.508,0.108,0,-0.169,1.831,0.661,-16.289,2.508,0.664,2.67
C_2438,alive,2014,1.569,1.976,0.093,0.249,0.839,-1.208,0.322,21.9375,3.966,1.922,0,0.156,1.99,1.839,-17.52,3.966,1.839,3.717
C_2438,alive,2015,2.472,7.566,0.4,1.321,1.768,1.948,0.154,13.04,13.287,4.658,0,0.921,5.721,0.85,-14.36,13.287,0.85,11.966
C_2438,alive,2016,2.63,8.008,1,0.304,2.047,-1.83,0.073,29.88,13.574,11.37,0,-0.696,5.566,0.9,-16.19,13.574,0.9,13.27
C_2438,alive,2017,3.136,8.501,0.13,1.082,2.336,0.925,0.274,6.8774,16.069,11.838,0,0.952,7.568,1.134,-15.985,16.069,1.134,14.987
C_2438,alive,2018,2.234,6.896,0.077,-0.154,1.681,-7.478,0.267,17.0822,12.143,6.998,0,-0.231,5.247,1.048,-24.183,12.143,1.048,12.297
C_2443,failed,2016,166.136,2.831,2.398,-25.386,15.718,-52.87,31.339,156.0226,13.574,480.782,225.584,-27.784,10.743,118.799,-484.621,13.574,344.995,38.96
C_2443,failed,2017,104.943,20.533,27.102,-27.847,15.886,-126.71,22.191,58.3502,136.138,369.322,258.538,-54.949,115.605,64.234,-610.172,136.138,354.384,163.985
C_2443,failed,2018,102.543,26.77,26.819,-10.301,12.745,-108.327,28.912,15.9743,130.432,341.715,0,-37.12,103.662,410.388,-720.661,130.432,430.575,140.733
C_2445,alive,2013,7.324,2.897,0.472,-3.865,0.578,-6.396,1.671,19.9986,8.692,49.995,0,-4.337,5.795,10.498,-243.998,8.692,10.498,12.557
C_2445,alive,2014,7.575,4.674,0.566,-1.279,0.139,-26.514,3.043,9.0134,14.186,31.87,2.58,-1.845,9.512,11.458,-270.502,14.186,18.393,15.465
C_2445,alive,2015,4.264,6.537,0.575,-1.88,0.395,-10.421,0.639,6.4879,17.431,18.802,2.5,-2.455,10.894,9.356,-280.943,17.431,15.408,19.311
C_2445,alive,2016,4.433,11.318,0.316,0.454,0.263,0.014,1.247,13.3809,23.781,15.144,0.348,0.138,12.463,8.57,-280.946,23.781,11.65,23.327
C_2445,alive,2017,3.02,4.713,0.313,1.819,0.17,-0.249,0.384,10.5376,20.129,13.45,0.786,1.506,15.416,8.664,-281.199,20.129,9.962,18.31
C_2445,alive,2018,7.68,4.048,0.319,4.397,2.405,3.751,0.4,13.2955,23.664,20.631,0.438,4.078,19.616,10.171,-277.45,23.664,13.031,19.267
C_2448,alive,2013,5652,814,491,1971,14,898,1007,13879.15,6701,13539,2095,1480,5887,4306,-954,6701,7742,4730
C_2448,alive,2018,3186,642,615,1239,0,31,777,14483.7,4731,15938,3961,624,4089,3766,926,4731,10200,3492
C_2449,alive,2014,203.671,435.646,9.15,60.242,185.909,13.784,5.615,298.1623,660.003,270.723,156.713,51.092,224.357,117.225,-108.007,660.003,302.055,599.761
C_2449,alive,2015,233.059,479.813,11.569,66.881,217.794,27.771,0.469,550.6724,729.912,303.024,147.679,55.312,250.099,128.271,-80.236,729.912,305.083,663.031
C_2449,alive,2016,255.924,502.752,13.974,74.661,246.289,29.669,0.411,314.4814,779.956,346.248,133.721,60.687,277.204,147.219,-50.567,779.956,316.247,705.295
C_2449,alive,2017,280.755,518.105,17.706,66.534,270.594,17.742,0.319,216.0682,809.671,379.661,132.349,48.828,291.566,155.551,-32.825,809.671,329.863,743.137
C_2449,alive,2018,293.57,545.949,18.25,64.916,276.6,23.75,0.249,220.9069,849.129,388.897,27.717,46.666,303.18,240.666,-6.441,849.129,310.237,784.213
C_2450,alive,2013,23.931,62.431,1.818,-5.945,0.003,-17.799,20.849,201.2115,67.505,100.647,17.376,-7.763,5.074,29.29,-65.526,67.505,46.666,73.45
C_2450,alive,2014,33.47,160.187,3.827,-0.117,0.031,-9.898,29.631,160.7054,174.454,107.677,0.024,-3.944,14.267,32.154,-75.423,174.454,32.199,174.571
C_2450,alive,2015,37.235,156.495,4.006,-2.656,0.054,-7.446,33.299,77.4691,170.139,109.009,4.29,-6.662,13.644,35.176,-82.869,170.139,39.517,172.795
C_2450,alive,2016,38.828,169.276,4.17,-3.635,0.013,-8.046,34.828,37.4189,183.811,108.069,4.959,-7.805,14.535,35.712,-90.915,183.811,40.797,187.446
C_2450,alive,2017,18.827,122.463,4.157,-1.195,0,-5.82,16.264,35.1946,138.346,83.516,6.766,-5.352,15.883,14.583,-96.735,138.346,21.368,139.541
C_2450,alive,2018,19.8,86.758,2.885,0.884,0,-2.439,16.712,20.8474,103.805,81.587,5.195,-2.001,17.047,15.85,-99.174,103.805,21.045,102.921
C_2451,alive,2014,0.008,0.065,0,-0.739,0,-0.805,0,1.7176,0.048,0.008,0,-0.739,-0.017,0.951,-0.992,0.048,0.951,0.787
C_2452,alive,2013,0.222,0.058,0,-2.987,0,-4.153,0.015,10.1631,1.049,0.327,1.089,-2.987,0.991,5.443,-89.302,1.049,6.532,4.036
C_2452,alive,2014,0.988,0.002,0.08,-4.829,0,-9.166,0.057,8.8657,0.709,1.093,1.699,-4.909,0.707,2.193,-98.767,0.709,3.892,5.538
C_2452,alive,2015,0.009,0.043,0,-1.665,0,-2.104,0,1.4966,0.354,0.009,1.694,-1.665,0.311,2.833,-100.872,0.354,4.592,2.019
C_2452,alive,2016,0.154,0.003,0,-0.852,0,1.754,0.15,0.5539,0.131,0.154,0,-0.852,0.128,1.13,-98.868,0.131,1.13,0.983
C_2452,alive,2017,2.494,6.71,0.003,-10.673,0,-14.913,0.473,58.7978,17.917,4.651,0,-10.676,11.207,6.413,-20.069,17.917,6.413,28.59
C_2453,alive,2013,17848,3653,897,7212,1150,4128,4803,83828.5344,18790,29198,14292,6315,15137,6879,1125,18790,24706,11578
C_2453,alive,2014,16088,3569,786,6750,1124,1774,4291,104140.4962,19960,27547,10565,5964,16391,11400,-1496,19960,25805,13210
C_2453,alive,2015,16314,3488,836,9653,1719,5144,4730,95370.0613,22859,53050,29240,8817,19371,10894,-313,22859,49105,13206
C_2453,alive,2016,16187,4408,1189,11190,1444,5953,4758,99723.1641,25638,66099,36440,10001,21230,9781,1792,25638,61463,14448
C_2453,alive,2017,21223,5133,1501,12215,1605,5309,7188,153974.989,28216,70786,30953,10714,23083,16641,2732,28216,65689,16001
C_2453,alive,2018,16945,5953,1765,14345,1605,5687,5872,136332.7846,32753,59352,35002,12580,26800,17239,888,32753,67798,18408
C_2454,alive,2013,0.275,0.78,0,-0.584,0,-1.05,0.079,38.2914,0.196,1.909,0,-0.584,-0.584,0.134,-1.246,0.196,0.134,0.78
C_2454,alive,2014,0.39,1.607,0.001,-1.505,0,-3.009,0.021,16.6023,0.102,0.404,0,-1.506,-1.505,0.11,-4.257,0.102,0.163,1.607
C_2454,alive,2015,0.319,2.193,0.003,-2.067,0,-2.07,0.044,8.2803,0.126,0.331,0,-2.07,-2.067,0.541,-4.9,0.126,0.589,2.193
C_2454,alive,2016,0.709,1.446,0.017,-0.979,0,-1.153,0.113,1.5407,0.467,0.828,0,-0.996,-0.979,0.713,-5.858,0.467,0.713,1.446
C_2454,alive,2017,0.074,1.829,0.013,-1.391,0,-1.445,0.04,0.705,0.438,0.154,0,-1.404,-1.391,1.167,-7.261,0.438,1.167,1.829
C_2455,alive,2013,332.051,72.978,11.102,97.47,25.694,73.573,53.015,3315.2076,353.886,709.699,0,86.368,280.908,61.022,432.298,353.886,65.787,256.416
C_2455,alive,2014,264.606,108.553,12.467,156.13,35.536,121.485,50.938,3576.7809,486.27,821.734,0,143.663,377.717,80.674,484.547,486.27,85.297,330.14
C_2455,alive,2015,451.598,88.453,14.118,138.044,37.334,187.074,42.87,2865.5871,450.557,887.756,0,123.926,362.104,54.007,514.489,450.557,62.089,312.513
C_2455,alive,2016,526.344,100.521,15.069,175.853,26.984,149.572,57.655,5467.4392,520.753,1038.604,0,160.784,420.232,65.773,587.397,520.753,76.005,344.9
C_2455,alive,2017,630.108,151.707,16.991,276.31,67.923,177.178,126.842,10611.6881,747.95,1287.87,0,259.319,596.243,113.072,633.668,747.95,192.517,471.64
C_2455,alive,2018,780.326,184.503,21.549,242.691,83.282,219.267,127.484,6605.6094,806.338,1289.667,0,221.142,621.835,91.357,605.713,806.338,154.404,563.647
C_2456,alive,2013,104.713,22.803,0.221,9.25,0,9.627,1.592,410.9556,32.053,116.973,0,9.029,9.25,4.526,-107.452,32.053,6.505,22.803
C_2456,alive,2014,107.975,28.404,0.352,19.337,0,34.438,4.494,735.8042,47.741,155.415,0,18.985,19.337,4.746,-73.112,47.741,6.559,28.404
C_2456,alive,2015,170.641,36.093,0.639,124.787,0,78.992,15.722,676.4324,160.88,246.013,0.529,124.148,124.787,6.704,6.013,160.88,9.693,36.093
C_2456,alive,2016,232.156,55.766,1.661,32.502,0,21.666,12.841,506.548,88.268,281.277,0.458,30.841,32.502,7.889,27.665,88.268,11.182,55.766
C_2456,alive,2017,237.819,76.063,2.137,26.751,0,17.71,10.614,894.816,102.814,326.637,0.379,24.614,26.751,20.982,45.244,102.814,24.199,76.063
C_2456,alive,2018,380.389,115.779,2.518,90.846,0,71.956,67.205,1657.4967,206.625,414.227,0.293,88.328,90.846,16.025,116.959,206.625,18.92,115.779
C_2458,alive,2013,475.333,343.292,14.883,169.996,69.743,108.111,63.22,1231.0657,714.338,724.744,0,155.113,371.046,82.523,-441.52,714.338,87.386,544.342
C_2458,alive,2014,451.913,457.22,33.6,161.961,84.196,55.178,112.608,2098.2071,916.568,1148.778,181.175,128.361,459.348,176.578,-402.723,916.568,392.007,754.607
C_2458,alive,2015,506.129,556.351,58.06,227.069,142.015,123.63,88.532,2280.3583,1169.251,1181.883,160.907,169.009,612.9,128.124,-344.013,1169.251,322.4,942.182
C_2458,alive,2016,775.928,717.692,63.433,386.759,167.895,261.209,119.974,3902.0636,1538.94,1413.47,60,323.326,821.248,144.075,-107.587,1538.94,261.778,1152.181
C_2458,alive,2017,613.674,690.071,81.399,339.532,205.76,161.995,100.801,2517.4348,1532.186,1430.117,0,258.133,842.115,140.209,-150.706,1532.186,268.389,1192.654
C_2458,alive,2018,624.983,508.201,79.826,175.682,164.733,89.991,120.656,2480.1948,1185.524,1352.64,0,95.856,677.323,115.54,-223.496,1185.524,212.4,1009.842
C_246,alive,2013,219.444,209.76,7.543,35.495,59.252,18.769,44.243,250.965,320.459,293.535,0,27.952,110.699,31.635,347.45,320.459,36.319,284.964
C_246,alive,2014,229.427,203.464,7.878,35.629,65.491,16.954,42.052,281.7216,313.044,309.473,0,27.751,109.58,35.005,356.376,313.044,39.218,277.415
C_246,alive,2015,210.691,206.438,8.308,35.641,73.022,17.236,45.144,252.2638,317.017,309.926,0,27.333,110.579,33.805,363.968,317.017,38.436,281.376
C_246,alive,2016,232.489,214.273,8.477,27.256,105.258,28.504,48.814,235.535,322.431,339.194,0.456,18.779,108.158,36.383,382.744,322.431,45.04,295.175
C_246,alive,2017,236.041,240.648,10.538,24.362,102.436,-36.52,63.083,159.6,361.896,365.188,40.228,13.824,121.248,59.34,340.251,361.896,111.493,337.534
C_246,alive,2018,179.865,261.787,14.095,15.173,96.231,-53.545,53.835,52.9336,382.263,285.595,0.013,1.078,120.476,87.902,278.078,382.263,95.664,367.09
C_2460,alive,2013,230.695,81.597,6.591,6.95,16.748,1.789,44.638,1145.8122,263.067,283.222,0,0.359,181.47,70.26,-21.807,263.067,79.373,256.117
C_2460,alive,2014,295.392,93.489,9.616,23.25,21.064,8.19,59.553,1023.0222,326.919,353.994,0,13.634,233.43,81.816,-13.712,326.919,94.345,303.669
C_2460,alive,2015,342.555,108.505,11.55,22.779,26.591,4.69,70.649,956.885,373.376,418.821,0,11.229,264.871,89.612,-9.117,373.376,107.288,350.597
C_2465,alive,2013,188.746,115.627,9.18,52.802,51.178,28.158,51.901,1388.1023,247.636,345.301,0,43.622,132.009,24.967,182.414,247.636,39.001,194.834
C_2465,alive,2014,231.195,132.74,10.649,63.917,51.601,33.526,59.208,1735.3627,283.224,392.181,0,53.268,150.484,25.456,213.127,283.224,41.218,219.307
C_2465,alive,2015,250.001,155.671,12.54,69.143,64.371,36.564,67.652,1854.7322,321.492,451.715,0,56.603,165.821,28.598,248.187,321.492,47.554,252.349
C_2465,alive,2016,292.961,174.935,14.691,79.807,73.144,43.793,68.576,2417.6147,361.765,528.409,0,65.116,186.83,36.002,288.723,361.765,56.652,281.958
C_2465,alive,2017,375.789,194.942,17.058,87.399,76.005,63.145,79.086,3916.9326,402.399,618.009,0,70.341,207.457,38.688,349.325,402.399,57.834,315
C_2467,alive,2013,382.964,874.169,37.486,172.269,141.518,63.584,185.769,1415.1385,1046.438,1271.66,452.261,134.783,172.269,115.879,287.793,1046.438,691.44,874.169
C_2467,alive,2014,395.287,942.491,38.929,69.609,70.517,-18.966,181.799,775.26,1012.1,1302.305,502.132,30.68,69.609,210.838,176.671,1012.1,818.769,942.491
C_2467,alive,2015,357.628,984.224,46.343,82.948,68.478,-327.091,219.288,587.446,1067.172,973.084,536.048,36.605,82.948,217.804,-149.946,1067.172,807.838,984.224
C_2467,alive,2016,252.281,983.089,44.887,58.965,68.225,-106.471,163.985,414.4463,1042.054,755.104,441.706,14.078,58.965,197.267,-256.443,1042.054,689.69,983.089
C_2467,alive,2017,250.959,966.461,39.259,74.308,69.138,-104.671,167.093,572.859,1040.769,640.423,445.928,35.049,74.308,172.293,-361.458,1040.769,668.474,966.461
C_2467,alive,2018,325.9,955.694,36.455,93.066,67.69,-0.858,152.213,699.653,1048.76,703.01,502.09,56.611,93.066,171.274,-365.554,1048.76,724.934,955.694
C_2468,alive,2013,0.497,0.013,0.045,-1.357,0,-23.291,0.311,0.2628,0.033,0.503,0,-1.402,0.02,22.491,-28.138,0.033,22.491,1.39
C_2468,alive,2014,0.381,0.102,0,-1.241,0,-1.696,0.312,0.2182,0.157,0.383,0,-1.241,0.055,2.363,-9.326,0.157,2.363,1.398
C_2471,alive,2013,4072.015,2862.837,3715.917,7137.056,563.268,2197.109,1663.65,45834.7542,14233.046,30574.238,5906.642,3421.139,11370.209,2861.716,12584.111,14233.046,15155.779,7095.99
C_2471,alive,2014,5416.021,3866.953,4165.616,8845.605,706.597,2915.487,1850.932,50481.5207,17473.506,34762.687,5903.354,4679.989,13606.553,3384.308,14740.042,17473.506,17050.105,8627.901
C_2471,alive,2015,2592.244,8925.501,3601.19,-3124,598.935,-4524.515,971.314,38924.5186,8718.317,26975.244,6653.685,-6725.19,-207.184,1819.287,9837.478,8718.317,14032.209,11842.317
C_2471,alive,2016,3554.603,2280.169,3844.684,2592.319,350.017,-1096.686,1228.625,58304.37,7363.394,29459.433,6979.779,-1252.365,5083.225,2027.291,8379.108,7363.394,15477.852,4771.075
C_2471,alive,2017,3279.108,2702.636,3620.627,4608.515,483.865,2582.579,1710.851,62423.4531,11225.806,29833.078,6030.836,987.888,8523.17,2725.542,10574.236,11225.806,13549.805,6617.291
C_2471,alive,2018,5057.39,3360.008,3608.429,7866.578,859.359,3419.04,2343.124,50583.8058,17011.202,33934.474,5170.169,4258.149,13651.194,3728.364,13541.772,17011.202,14570.286,9144.624
C_2472,alive,2014,0.321,4.414,0.002,-4.352,0,-2.708,0.048,10.4697,0.062,0.4,0,-4.354,-4.352,2.6,-142.311,0.062,2.6,4.414
C_2472,alive,2015,0.086,5.319,0.007,-5.232,0,-5.962,0,9.1112,0.087,0.146,0,-5.239,-5.232,3.008,-148.28,0.087,3.008,5.319
C_2473,alive,2013,687.705,2846.614,38.038,137.21,383.359,116.936,160.091,1160.4802,3273.496,1104.186,301.613,99.172,426.882,239.017,55.456,3273.496,651.705,3136.286
C_2473,alive,2014,773.624,3065.671,51.439,195.399,394.461,80.009,180.446,1464.3787,3573.732,1220.485,301.415,143.96,508.061,255.19,89.216,3573.732,728.097,3378.333
C_2473,alive,2015,785.57,3153.52,55.578,157.162,384.857,52.182,199.064,991.2278,3633.415,1248.606,344.589,101.584,479.895,258.65,149.881,3633.415,713.936,3476.253
C_2473,alive,2016,760.459,3398.433,72.847,155,433.451,38.254,210.649,862.9425,3911.215,1439.197,437.629,82.153,512.782,312.864,198.138,3911.215,859.193,3756.215
C_2473,alive,2017,932.572,3819.659,80.379,221.909,476.673,82.957,256.177,1539.3819,4431.991,1607.193,438.312,141.53,612.332,381.561,284.541,4431.991,932.644,4210.082
C_2473,alive,2018,985.778,4307.594,91.837,255.747,533.049,20.477,229.24,923.2097,4995.29,1581.248,461.349,163.91,687.696,369.825,282.404,4995.29,908.658,4739.543
C_2475,alive,2015,0.031,1.098,0.008,-1.096,0,-2.869,0,1.3535,0.002,0.069,0.005,-1.104,-1.096,1.494,-6.259,0.002,1.942,1.098
C_2476,alive,2013,33.694,6.148,1.466,12.105,0,10.453,2.324,275.9393,48.138,90.702,0,10.639,41.99,21.567,-243.271,48.138,24.468,36.033
C_2476,alive,2014,27.272,6.701,1.623,8.972,0,4.103,1.452,205.1316,50.347,83.724,0,7.349,43.646,25.023,-239.168,50.347,27.454,41.375
C_2476,alive,2015,32.07,7.441,2.152,12.438,0,5.016,0.498,287.2588,54.713,87.286,0,10.286,47.272,28.249,-234.152,54.713,30.514,42.275
C_2476,alive,2016,30.495,8.23,2.303,11.977,0,5.837,1.209,264.9964,60.144,82.358,0,9.674,51.914,30.493,-228.315,60.144,33.288,48.167
C_2476,alive,2017,37.62,10.026,2.742,14.049,0,-8.057,1.389,238.8983,65.663,81.308,0,11.307,55.637,35.516,-236.372,65.663,37.788,51.614
C_2476,alive,2018,33.473,12.355,3.705,14.949,0,15.444,3.188,310.4858,70.478,104.64,0,11.244,58.123,41.138,-216.38,70.478,43.693,55.529
C_2477,alive,2015,3.749,9.874,0.078,-1.074,0.831,-3.72,1.874,2.773,11.58,8.157,10.332,-1.152,1.706,2.922,-6.715,11.58,13.254,12.654
C_2477,alive,2016,1.415,19.187,0.214,-2.922,0.41,-13.182,0.838,15.15,22.749,2.624,15.048,-3.136,3.562,4.41,-19.899,22.749,20.198,25.671
C_2477,alive,2017,0.055,3.226,0.345,-6.774,0,-13.877,0.044,14.3593,3.195,3.34,19.775,-7.119,-0.031,8.065,-33.774,3.195,30.73,9.969
C_2479,alive,2013,0.002,0.172,0,-0.111,0,-0.118,0,13.6792,0.061,0.002,0,-0.111,-0.111,0.072,-1.244,0.061,0.072,0.172
